"x [nm]","y [nm]","?x [nm]","?y [nm]","sigma_x","sigma_y","del_sigma_x","del_sigma_y","t"
35393.89988,15022.22484,22.94668,23.24443,109.8004,119.70489,62.43622,71.36725,148711.6537
36103.72872,15547.28124,9.28343,11.6066,99.36779,124.27882,9.93336,12.50753,148772.43289
35938.83919,15357.87039,5.69835,7.53829,100.80971,133.26802,5.71666,7.4818,151308.848
36023.19079,15199.3794,14.98047,17.47332,128.14877,150.88601,22.4317,25.13214,151473.12279
36073.31121,15651.07249,7.89356,8.12602,90.5061,93.28929,7.98806,8.38123,152464.01238
35968.85904,15352.366,8.06314,8.6161,94.57416,100.46423,8.25327,8.76152,152941.84309
36135.51434,15469.84084,8.32076,8.96752,68.27079,73.57555,8.02548,8.64572,154508.17419
36002.16131,15332.09017,8.79089,9.20082,91.66987,95.98823,9.33124,9.9006,158947.58985
36108.12177,15596.33348,11.8852,24.12323,79.57644,113.6727,14.15316,26.81486,168220.96731
35938.68923,15345.04487,5.367,7.19689,98.5702,130.28224,5.58941,7.47335,169403.51728
35008.31486,15541.64109,5.5725,6.4383,76.7594,88.68644,5.48098,6.34099,169690.53343
35837.45303,15048.69153,4.53709,5.99032,96.92386,127.65676,4.64127,6.0579,170142.20514
35982.80373,15295.29128,5.85333,7.36714,100.80251,126.87436,5.90204,7.43405,171819.86355
35944.14779,15388.9991,27.10238,11.7044,122.4155,59.5031,33.43024,13.37273,173098.53179
35956.59085,15306.47616,15.69172,18.08851,91.00154,96.47393,17.20216,20.38382,176006.94028
36079.16049,15523.39738,10.45073,18.48244,100.2216,167.52327,12.1353,21.0298,186766.43814
35404.5212,14994.18158,4.16133,5.90505,100.00326,141.90095,4.19,5.92477,189408.33447
35425.4444,14992.46832,10.43176,17.87902,83.85046,134.99949,11.59112,19.71965,190977.3424
35942.56537,15347.35544,12.74717,15.19606,86.19804,102.7855,12.9523,15.55076,195907.26875
36127.776,15554.92766,10.03303,14.48756,117.42963,168.59456,12.09891,16.84511,196133.33621
36089.76308,15519.75804,13.76112,17.44034,78.66321,99.6575,16.66857,21.5404,200980.97508
36155.52926,15453.9762,12.49927,12.68365,73.89031,74.99473,12.81268,13.12955,201253.58907
36114.43137,15519.55911,4.67105,6.53182,114.03488,159.25598,4.81371,6.62119,206603.08101
35944.03288,15340.00885,6.58264,8.87585,104.20148,140.36967,7.13347,9.4568,206874.81662
36116.25127,15550.13126,6.20343,7.39519,118.85683,141.5737,6.90769,8.11128,209079.77384
35496.80403,15076.94207,8.58304,11.92978,90.09719,125.10352,8.76878,12.04045,211270.9318
35488.53596,15115.95246,23.45437,20.03792,134.32252,118.56314,40.83957,38.97757,211522.2592
35978.77433,15384.11506,13.36839,9.41068,63.44955,45.11444,13.11389,9.39976,213165.45018
36033.23845,15188.87081,5.22726,8.37309,28.0748,51.66952,3.53856,7.59527,216098.7071
35470.22163,15087.16419,5.2661,7.90763,94.05948,141.38675,5.52324,8.3324,218809.19041
35385.52625,15014.55321,17.93523,16.72964,107.37705,105.80572,24.26666,24.07171,219322.77538
35538.8555,15168.76423,5.288,7.37216,88.48804,123.34979,5.29765,7.34589,220309.22682
35447.84386,14974.03857,12.73613,29.59251,58.87187,132.86491,15.21012,33.46574,221743.25759
36014.72288,15205.52917,5.08019,6.83236,94.2217,126.71047,5.05285,6.76899,223110.26105
36123.60201,15582.19904,10.39059,8.86818,107.90021,91.9418,10.80504,9.16499,223496.14297
35527.46952,15133.37718,5.62954,6.7826,95.11656,114.59646,5.64097,6.78547,224545.75934
35480.53259,15066.5719,4.33517,6.78643,118.76906,185.42842,4.76522,7.28165,225295.15922
35970.09498,15313.45652,8.94258,14.41628,72.34439,116.06053,9.52489,14.94139,231860.06649
36097.94146,15553.75559,12.94672,19.72689,79.60964,122.0739,17.66305,25.9,233643.23993
35533.68018,15161.63532,8.88572,16.13236,61.2807,104.96612,9.47815,17.31147,234723.67077
35955.87917,15290.68925,4.29476,6.56801,92.13104,140.82229,4.39915,6.66164,236805.13065
35535.95227,15135.53569,11.8043,16.98418,80.01567,114.16687,14.15773,20.05369,237451.09756
35446.96411,14993.60474,4.38165,5.895,109.17894,146.87124,4.53768,6.08086,241421.35301
36149.5896,15456.62996,15.02874,37.69151,96.35449,201.82495,28.22926,59.48407,241618.07614
35514.07218,15191.06549,8.55708,9.89126,85.58938,98.90485,8.77868,10.04233,242133.29837
36139.20828,15594.5893,11.40648,12.40741,88.38157,96.15432,11.6693,12.79871,242635.54399
35514.46426,15186.62125,9.29981,42.5929,78.95658,188.08665,10.39216,40.30408,243157.13913
36089.2484,15530.66558,6.69949,9.3217,97.57733,135.76857,7.13883,9.86666,244902.19893
35459.52401,15072.95383,8.84817,10.96443,105.45124,131.06546,9.51289,11.98853,245056.92898
35965.28967,15353.07185,5.22891,6.78347,91.41689,118.58775,5.07224,6.56274,246523.07355
35500.4318,15102.14918,5.11214,7.33115,100.98322,144.60613,5.14959,7.31597,247414.0813
35378.30644,15877.66133,6.38564,8.66824,77.10723,104.62451,6.15752,8.3272,247601.19216
35944.31883,15389.36403,10.12432,10.34991,83.88826,85.83791,9.96965,10.26884,249256.20549
35957.3968,15387.24788,9.3909,11.15827,67.57388,80.27987,9.14171,10.82425,250332.13743
36082.34799,15646.46629,5.51847,6.59559,101.06535,120.78444,5.57746,6.66019,251462.07061
36078.18509,15429.12326,8.55928,15.4004,113.42111,202.43415,10.59511,18.33169,255726.69638
35931.21911,15391.08273,5.13534,6.23896,85.73816,104.16378,4.93951,5.99885,256385.87811
36002.67867,15381.49235,11.48318,11.09031,84.7387,81.83136,11.4555,11.04213,259876.91187
35473.50823,15086.94397,9.80519,15.83901,42.71149,69.43317,9.59212,15.65314,260949.28151
36111.75014,15473.07548,8.64986,10.207,99.40266,117.46907,9.19539,10.93133,264958.10867
35997.95474,15268.77872,9.26974,12.05891,95.96832,124.63973,10.0971,13.04824,265337.61253
36122.00341,15468.23933,4.94417,6.83321,90.95847,125.71056,4.89072,6.75153,267213.20263
35909.03485,15367.59836,30.68086,28.99971,105.97355,103.94026,81.51307,78.57416,267647.32857
36088.49614,15634.57478,5.04483,6.45274,115.96181,148.32013,5.0876,6.49436,268730.75656
36086.67131,15536.27342,8.77083,12.02935,96.11442,132.32551,9.16325,12.66712,271339.37833
35534.79027,15142.84702,4.12464,5.11408,100.43094,124.50514,4.01466,4.96339,271667.34118
35938.76306,15369.9468,5.96633,7.49245,89.64136,112.57455,5.83882,7.34465,273359.46301
35391.87912,14993.56108,4.4892,5.93414,115.54235,152.71585,4.50581,5.92414,275415.79235
35972.46775,15301.92241,7.65314,8.35822,94.93916,103.68111,7.8424,8.55302,279698.6641
36120.65697,15466.62988,6.26329,8.40236,85.86594,115.18912,6.25051,8.36716,283042.0292
35427.09967,14989.31408,6.62504,7.8778,86.28031,102.58703,6.54648,7.75591,283761.89413
35977.21903,15290.13926,9.91615,33.76455,63.23003,154.54953,11.57714,41.21747,284074.17878
35543.58932,15095.26922,7.83287,20.20712,44.48761,79.4307,7.92627,20.92737,286520.25068
35549.83188,15165.45264,9.1212,11.07559,64.93436,78.84442,9.22485,11.18786,287706.71369
35992.93576,15275.78934,9.67554,13.6137,97.0078,136.61803,11.32395,15.86187,287986.25225
35964.74037,15396.9624,7.42945,8.9417,83.18175,100.11798,7.59954,9.17216,289878.54326
35963.31275,15368.72136,5.29104,5.47499,102.37807,105.95108,5.15981,5.35706,290775.61689
36091.85755,15573.92911,6.99915,9.24065,97.78018,129.00827,7.23698,9.40967,294949.69683
36118.95868,15481.79176,7.3709,8.1607,100.71311,111.54948,7.3699,8.19212,296946.23895
35919.89056,15347.46542,16.47768,19.60166,108.09536,130.48338,24.17881,28.52487,297112.77956
36028.82444,15670.84653,7.18402,8.82944,38.79496,48.2157,6.94316,8.44682,297248.37764
35467.73388,15036.48696,17.42321,18.16214,103.68484,107.9142,22.87857,22.93635,297305.06465
36122.1915,15563.0933,18.48729,16.47856,74.25789,66.19372,18.18198,16.26179,299897.73828
36105.81066,15576.98844,6.74873,6.77765,67.38897,67.6787,6.39056,6.41793,303496.11747
36144.60802,15467.64065,10.23707,13.03477,83.72764,105.43333,11.04116,13.76869,309837.6213
36060.71696,15615.86821,4.41299,5.2694,110.52751,131.97646,4.29109,5.12031,310629.34455
35538.80273,15156.43311,4.78777,5.03051,99.67498,104.66278,4.64738,4.86344,313458.28074
36108.62667,15650.62626,5.29052,6.02021,82.54503,93.93026,5.04693,5.74448,315816.5383
36132.71727,15478.11687,7.35964,9.72068,75.59035,99.75694,7.34287,9.63016,321150.90528
36111.00462,15507.44884,4.42583,6.42468,125.15148,181.37201,4.73782,6.7176,323243.9831
35535.04283,15181.75617,7.73954,11.38211,67.60694,94.0868,8.0422,12.07426,324513.12298
35452.69535,15135.69026,7.77733,46.97228,35.15028,120.5322,7.29385,48.48489,329097.27291
35981.28579,15280.7002,5.12246,5.96678,104.05355,121.18581,5.13531,5.97731,330328.39858
35514.40994,15163.30615,5.77888,7.22541,89.16289,111.48139,5.70048,7.12901,330612.46964
36121.09848,15482.77606,8.37752,18.60001,48.99233,105.9653,8.27212,18.7826,333625.94438
36130.17187,15445.8856,8.98925,11.37772,98.84166,125.04153,9.87166,12.4571,334021.91808
36083.57437,15651.49682,7.14601,8.92748,80.99925,101.19463,6.9869,8.74335,337009.63451
36076.60949,15654.72387,13.6828,8.44516,102.79686,63.44059,13.41804,8.28522,337765.25563
35977.96089,15317.61426,6.97797,7.64979,105.98213,116.18061,6.96853,7.63361,339284.82046
35939.85814,15356.65144,14.52883,16.08781,80.98409,89.11298,16.92965,18.60419,341985.85887
36087.73534,15639.79721,6.02828,6.16318,103.27641,105.71297,5.99134,6.20061,344067.93217
36155.33322,15543.89208,5.63656,6.91361,82.85068,101.6218,5.40052,6.62575,344744.87156
35504.39537,15105.09006,4.41943,5.7292,115.50366,149.72825,4.47887,5.79405,347093.50001
35386.95172,14972.89227,6.52393,11.113,95.42389,161.60475,6.98344,11.615,349935.58133
35409.10024,14964.87978,8.9219,12.60896,102.99666,144.3889,10.62516,14.66409,353358.68965
35483.30424,15063.98187,4.83841,6.14821,99.16999,126.08685,4.88093,6.22575,362612.10624
36071.03406,15489.32172,6.36851,9.28528,110.05752,160.25921,6.75402,9.64735,366613.87155
36113.96784,15575.03769,5.82122,6.98251,95.44697,114.47225,5.60808,6.70704,369988.97092
35953.37652,15360.07961,5.09457,5.70471,83.12813,93.08403,4.89594,5.48193,371099.66747
36152.32884,15467.07276,8.83182,13.568,82.85126,126.81691,9.12758,13.80735,371364.52585
36050.29393,15653.15686,23.38028,9.26095,79.91251,27.74932,23.0009,6.23782,371790.11863
36118.20715,15545.24138,9.28274,12.04201,93.61402,123.63928,11.02308,14.18073,372275.35372
36010.92819,15219.52296,5.81135,13.6096,88.84255,145.87007,6.21451,14.26334,372817.90442
35546.28412,15156.54154,9.91484,10.08849,82.48358,82.89662,10.36142,10.70241,373452.95409
36101.12039,15576.22277,10.36676,7.81825,85.7979,64.84955,10.80829,8.26587,374455.18916
36105.83958,15489.31083,12.96082,15.88455,56.65198,69.82366,13.6905,16.50021,379787.75076
35511.81295,15173.01458,6.37392,7.48713,68.29738,80.21137,6.3001,7.36606,382987.45646
35948.99513,15411.20636,26.45395,10.39653,119.13733,59.05457,33.87808,11.41586,385830.9872
35956.71198,15339.70804,12.32913,13.32432,66.81317,71.93283,12.44844,13.386,388672.60926
35459.07046,15090.71569,7.35473,9.6595,80.24114,105.51997,7.35961,9.73691,390709.6079
35967.61676,15266.21953,6.44748,9.1783,104.69056,148.99276,6.8602,9.68578,391030.72264
36148.78003,15520.48054,35.13484,12.37409,20.96191,32.89187,39.65341,12.30349,391475.46906
35552.7107,15154.62087,6.03083,6.32583,82.64746,86.69631,5.83228,6.13459,392506.59655
35441.63934,15201.93231,17.02543,23.06764,47.5202,64.31614,16.64692,22.71021,392831.86336
36104.82304,15484.4299,6.72658,13.89981,62.71478,124.667,6.86541,14.42268,394368.80863
35473.92791,14976.8046,15.24517,18.39201,110.2336,131.04287,20.68094,24.41197,395216.10707
35458.83008,15067.40506,4.17243,5.7196,115.65946,158.46012,4.16269,5.65169,396809.25579
36087.31349,15449.55167,9.72185,14.23657,88.50346,129.29103,10.7001,15.2565,398833.32409
36079.30111,15525.51006,12.31252,7.7467,50.7661,27.198,11.30628,10.59506,399433.86831
35520.93482,15144.34833,6.7394,10.26623,80.28851,122.16767,7.06329,10.65439,401245.70067
35476.02965,14979.67318,8.69675,9.27814,111.84335,119.32874,8.81432,9.42728,401712.95855
35972.92216,15376.5424,11.34045,11.43459,100.43161,101.28493,11.66339,11.81792,403136.1234
35451.8545,15090.33554,12.07762,14.42075,75.94463,91.35281,12.67565,15.27827,406801.32834
35985.13214,15300.43572,5.10428,6.26674,84.74671,104.03241,5.10817,6.24288,406847.41919
36112.82259,15519.8132,7.96023,10.43226,94.96387,124.38294,8.24567,10.73515,410306.45617
36079.29645,15641.16372,5.55184,5.82361,92.21216,96.72617,5.33887,5.60067,415240.75087
35457.61284,14972.37644,5.59268,6.7436,96.98018,116.93682,5.51437,6.64221,416134.66121
36015.64843,15241.42471,8.953,11.80108,49.90111,65.79726,8.49135,11.11665,418050.31459
36107.39622,15516.29981,7.63817,11.65163,71.47029,108.88019,7.79259,11.77223,419052.87317
36085.94001,15669.91646,7.83223,6.63839,104.94601,88.98024,7.73993,6.595,419272.50237
35459.35517,14982.21727,16.47704,19.73345,66.08439,79.11692,17.21736,20.47766,420568.52586
35993.60743,15308.62192,13.10979,14.42256,99.20926,112.35375,16.98673,19.53905,420739.0522
35948.70524,15370.57972,7.15014,7.72128,101.5859,109.70069,7.17921,7.7443,424405.64326
36108.43364,15544.50624,4.57195,6.77436,99.80855,147.69427,4.67404,6.86107,426940.04753
35487.64707,15064.22982,8.14319,8.63536,89.30491,94.61078,8.19696,8.61343,430960.76974
35994.35472,15315.25707,13.06929,13.78745,67.49563,70.56861,16.77762,17.5045,431566.49432
35507.65301,15138.79963,8.6313,9.05063,92.15176,97.05975,8.78944,9.21527,431919.66292
35499.04609,15120.72996,12.00157,18.50708,52.50625,80.9486,11.61607,17.91228,432205.92181
35523.59904,15135.7723,9.63171,10.02559,89.03101,92.77347,10.10924,10.69864,433063.3763
35974.17711,15252.45173,6.50232,10.62112,75.65688,123.53885,6.94828,11.25139,433209.34912
35928.73369,15385.02297,17.71208,15.92879,105.45357,97.87437,21.57271,19.97617,433923.08853
35475.52592,15065.03586,8.01866,10.896,89.77037,121.61726,8.61192,11.40633,434915.27232
35544.22262,15150.30386,11.70849,10.90258,99.09857,88.95477,12.63143,12.29132,438419.40895
36102.04403,15668.43088,5.80331,5.59499,89.11872,85.94384,5.78444,5.62586,441317.86841
36090.80987,15556.82127,6.83328,7.49102,85.7819,94.03885,6.65858,7.3012,447866.81012
36019.27659,15223.53836,4.74117,5.90023,110.20743,137.14781,4.63343,5.75758,451021.5836
35439.58659,15078.98036,8.10611,9.72073,70.69928,84.77115,8.01154,9.55872,455685.83186
36010.29609,15254.936,19.55472,11.66195,87.5335,52.96526,20.13877,12.25446,458007.43242
36120.6796,15628.76337,9.98925,10.60523,84.65089,89.51635,10.59191,11.27244,460237.04518
35530.40429,15144.55986,7.0029,7.13749,109.48607,111.75947,7.20104,7.50948,460793.26178
35444.26782,15043.94307,24.41665,11.89476,84.71775,42.42347,25.53877,12.1246,464763.49789
36076.09994,15646.81316,6.04072,6.77684,108.12379,121.29215,6.03985,6.75903,467765.39883
35479.33811,15199.14866,12.30589,7.01743,92.18412,53.29827,12.14109,6.84814,470698.59696
36083.41703,15513.57618,32.10703,15.79069,62.32008,30.10479,31.96459,11.20839,473377.43233
36030.45905,15254.70974,12.39874,23.67416,56.52938,102.7226,13.28797,25.37444,478702.19198
35542.39761,15122.14355,4.93636,6.92342,99.59763,139.65263,4.83838,6.75371,479724.0639
35507.58167,15138.14724,5.09064,6.05902,112.07577,133.36026,5.16103,6.11594,486752.10736
35433.06724,14997.53304,4.51921,7.05779,93.26842,145.53306,4.54023,7.00337,487699.77418
36151.0777,15434.09214,9.27886,12.64921,103.95333,141.29866,10.31458,13.84285,490498.08266
35448.34505,14998.00008,7.33571,11.81863,66.05528,106.41613,7.26492,11.64781,491412.59896
35971.2414,15342.24576,5.77569,7.20521,93.26205,116.35631,5.6959,7.12073,492784.52789
35464.55931,15077.35244,6.28037,10.3752,67.22929,110.39041,6.43336,10.49573,495271.64017
35942.35145,15366.33673,8.6586,8.52628,107.35532,105.73293,8.9934,8.87773,496981.30139
35479.05145,15116.43825,12.76199,16.53801,60.50979,78.14293,15.24467,19.30389,497771.86668
35524.40823,15173.87467,20.96584,22.33786,64.69787,68.68202,21.34253,22.56637,499320.02995
36071.26666,15619.96501,5.94932,7.75212,87.57608,114.11292,5.8607,7.62846,501002.86709
35497.69396,15167.53397,15.76641,17.18095,81.72089,80.41823,18.73703,20.55214,501634.01181
35508.14704,15153.34681,6.03607,6.17663,106.52024,109.14885,5.98494,6.16778,502556.13629
36044.59594,15291.14895,12.93861,8.4663,81.47636,59.1471,14.0724,8.80406,505052.06074
36101.51408,15444.86322,17.83622,22.33656,88.47097,107.23992,23.59633,30.33398,508704.23848
35436.41418,15018.52833,4.96038,7.14205,93.42934,134.4064,4.90945,7.00144,510241.54763
35468.31148,15078.13943,11.2684,22.28139,63.59845,118.63905,11.63163,23.62769,513103.69347
36112.25796,15550.92126,19.79553,15.31671,88.20001,84.89411,21.54809,15.84246,514995.49798
36122.27195,15568.16636,6.55124,7.52996,91.79695,105.51158,6.58107,7.56612,516871.58135
36111.25827,15542.11525,12.53573,15.53646,107.78456,133.52821,13.51245,16.60089,517590.31188
35947.89506,15429.09839,21.54802,10.74162,90.66135,46.24287,21.99765,10.81641,520890.99015
35937.02944,15383.722,14.13411,12.31818,98.71334,94.00176,16.17659,13.72607,523454.65607
36005.44468,15291.22184,6.27094,6.6993,109.0794,116.50578,6.29806,6.7016,523974.23224
35419.8163,14983.71543,4.82783,6.97524,91.21191,131.76477,4.8748,7.00018,526300.92227
35430.01903,15004.65761,4.30892,6.76788,96.67987,151.77125,4.41854,6.85273,528827.72704
36016.29592,15256.28884,11.10998,12.76222,72.44275,67.8618,11.89275,14.14457,529171.36608
35989.85985,15300.58442,6.26992,6.51285,97.36193,101.28994,6.26733,6.57426,534748.05587
36027.07441,15206.52771,6.20257,5.96738,105.70269,101.701,6.17219,5.96436,534975.51934
36032.3515,15216.81375,11.51695,12.26986,96.81041,101.98395,12.60272,13.48111,535830.46186
35439.25209,14988.19186,4.34767,5.9849,102.61823,141.17708,4.3755,5.95923,536911.30765
35484.33378,15076.32639,6.81184,7.77943,89.7081,102.45284,6.69547,7.65619,539035.7311
35505.23821,15196.86223,15.48577,11.5932,78.7351,62.68685,17.44902,12.89828,539376.32208
35981.79354,15307.91081,6.04468,6.78284,67.515,75.76908,6.24361,7.01285,541111.23851
35951.42022,15388.2127,5.24496,5.68405,111.8803,121.24621,5.16812,5.59874,542068.67893
35493.86968,15148.1969,4.87902,5.82072,94.60286,112.8429,4.80671,5.71217,543183.0168
36158.39017,15589.2802,9.94877,34.62523,34.973,19.963,12.99398,76.63199,544091.68082
35475.74842,15081.77339,5.39654,7.38654,80.57375,107.35064,5.45041,7.58319,546023.10917
36012.24502,15235.83546,7.59344,9.29912,99.88878,122.33758,8.53643,10.39443,546420.20566
35488.16596,15087.42768,3.95821,5.08358,95.02057,122.03209,3.84803,4.93572,547440.45508
36126.50514,15458.81586,4.92167,7.47448,83.16425,126.26978,4.89405,7.3795,547681.69484
35506.9409,15179.84109,15.14211,14.86765,90.75932,86.06893,16.41866,16.51048,549715.85994
35970.56018,15434.59253,18.88833,10.82297,100.58156,58.16912,18.70078,10.71768,551914.18281
36031.98969,15245.11591,11.45981,8.36285,91.57355,70.36619,11.89411,8.41797,552592.38656
35494.63757,15074.75235,5.56196,6.77759,92.31724,112.49116,5.45953,6.63888,554560.24024
36115.99802,15545.44135,12.40883,19.58998,62.14637,97.94746,12.65291,19.90669,554692.20655
35971.07517,15363.99067,9.50698,10.81569,99.52502,113.25079,10.28343,11.73017,556399.68795
35525.62046,15149.04416,4.58925,4.80696,99.29804,104.74053,4.53192,4.74632,558154.20117
35422.07784,15081.19001,20.569,30.98659,58.17157,78.12161,22.7483,35.36478,558471.31342
35330.93604,15025.77434,5.61604,10.03595,87.51909,155.78592,6.37695,11.13081,558582.12132
35524.16142,15144.71218,8.19736,8.00465,93.40483,90.33466,8.51542,8.35924,564140.21514
36112.73674,15577.89502,10.15146,11.05207,85.38407,88.96211,12.82073,13.35315,564853.8336
36105.34261,15581.10325,6.15587,6.09996,85.95732,85.62899,6.35603,6.41204,566137.23068
36102.7402,15557.46574,7.319,11.83918,110.25162,176.87588,8.12533,12.60472,566402.11859
35916.03064,15378.81249,11.20944,13.67217,67.33322,82.02517,11.43897,13.97469,567687.36103
36046.19966,15239.61704,4.91618,5.44508,97.23053,107.6915,4.88534,5.41455,568137.92625
35954.47847,15399.77782,10.49597,7.65769,90.15916,65.80657,10.06777,7.37771,570463.37913
36020.46905,15242.64683,5.89902,7.95617,78.37556,105.74075,5.877,7.94034,573088.26796
35922.33136,15420.70147,14.97893,13.04138,77.51149,67.98145,15.67606,13.96629,573454.6465
36100.83429,15557.91905,9.52846,11.3555,54.82026,65.25419,9.56416,11.28303,573649.12288
36077.57652,15636.63604,9.45498,9.10254,105.32437,101.36346,9.72016,9.29233,575319.60064
36107.97534,15653.36257,7.83661,9.19279,96.96673,113.74673,7.96496,9.32399,575608.11581
35432.90368,14988.92956,3.51265,4.7714,111.76367,151.8032,3.46418,4.6848,577911.80253
36155.55377,15489.7283,14.89323,17.05874,73.50532,85.9994,16.30462,18.24415,578349.5959
35996.8321,15224.27363,4.60718,4.99658,105.60647,114.57242,4.6105,5.01361,580459.60333
36039.89792,15269.20965,22.01298,5.11512,118.56812,33.66372,24.25239,4.9333,582166.16212
36125.33884,15588.34498,22.1656,16.53482,61.6579,23.19795,20.51916,11.45055,585522.97215
36063.31258,15643.987,4.34875,5.17095,95.28112,113.29547,4.15906,4.94448,585746.78699
35588.2777,15841.9992,6.03489,8.16388,74.12334,100.29627,6.27715,8.56979,586886.54512
35474.56232,15106.97105,8.93324,12.15201,57.88623,77.90287,9.1056,12.34593,587144.22981
36021.80785,15225.39923,7.38138,6.88425,94.42291,91.72125,7.80917,7.06014,589060.0604
35999.17311,15593.78953,30.07828,17.20577,75.19318,44.78763,33.53713,19.90497,590634.0354
35979.69363,15291.54996,5.24275,5.99094,103.93619,118.7758,5.37998,6.15284,591647.06635
36096.79034,15646.58387,8.75641,7.56873,69.97172,60.75926,8.77672,7.6679,592519.05882
35548.82599,15882.65005,8.90154,8.48476,81.68987,77.43909,8.91518,8.498,594673.931
35445.08644,15039.82281,13.45903,15.31768,77.81036,87.961,14.04571,16.07263,595800.97311
35461.16413,15101.28189,18.90535,9.11941,116.06933,59.32916,19.85639,9.34058,595973.74796
35466.18388,15090.00663,9.705,12.73908,89.92135,117.48781,9.94382,13.00446,596410.40603
35439.25231,15037.36121,9.36695,9.4246,89.75593,90.31985,9.62448,9.74615,597748.83824
35514.40947,15152.09578,4.77663,4.70301,92.26998,90.85008,4.53026,4.46546,599515.95593
36153.20665,15576.67465,11.21782,13.6623,65.59221,79.3651,11.32178,13.68406,601129.71936
35497.11202,15152.51162,5.62578,6.03354,76.81063,82.37931,5.37141,5.76645,602131.85054
36013.2893,15226.86665,31.73685,13.23238,107.13968,57.60243,36.44086,14.80203,604150.08005
35452.85949,15054.56924,11.26769,15.21794,63.76313,86.12608,11.67536,15.86004,608249.59316
35472.48765,15087.65281,5.45457,7.8659,77.89867,110.29228,5.63516,8.12681,610145.38422
36069.65776,15614.24042,7.60117,7.65147,90.40518,91.04822,7.50245,7.55273,613198.91114
35495.82083,14998.67279,4.47652,5.30395,91.4203,108.28044,4.35779,5.14041,613891.47671
36135.61975,15465.11529,4.99218,6.13674,91.93708,113.01519,4.90685,6.02979,614042.10694
35438.6253,15034.35398,4.51071,5.73047,98.33744,124.90619,4.45238,5.6337,614979.67802
36002.04793,15387.99178,6.99416,8.27834,66.06696,78.19547,6.85267,8.11634,616704.2534
36086.64851,15586.94891,5.25956,7.30204,86.722,120.39803,5.17117,7.16952,621522.50568
36034.12569,15364.15381,8.59601,17.62999,108.51591,214.69114,13.64185,25.39468,622652.12438
35457.77837,14993.29389,5.63291,7.30537,79.1247,102.61697,5.45084,7.06419,624014.19884
35925.53384,15372.17961,7.25296,7.1824,96.21268,95.28398,7.10677,7.05733,631879.02544
35468.04135,15073.84341,6.282,6.32588,98.63064,98.91324,6.21329,6.2292,634288.51156
35437.79276,14983.68254,5.19928,6.04107,112.61443,130.93737,5.61007,6.61314,637536.69852
35480.02776,15101.65294,4.93928,5.36166,94.89749,103.01199,4.76683,5.17181,638091.85994
35997.8697,15379.92211,10.25024,9.41226,98.7785,90.79426,11.0417,10.33401,639337.61957
36126.11481,15551.11956,8.89254,14.37793,67.24754,105.93646,9.52671,15.30531,641840.49204
36037.03402,15197.62217,9.49719,8.29692,105.76487,92.00301,11.10848,9.6106,643059.28019
35468.3251,15011.81697,8.83085,10.62719,79.21438,95.22592,9.76117,11.58815,649690.9015
36122.22365,15566.42207,16.36044,17.90485,78.38491,88.67356,19.48844,21.7815,650090.29396
36060.84928,15440.13648,6.16855,11.59234,113.31569,208.30901,7.24058,12.98816,651329.87323
35476.37425,15076.83633,10.14321,19.76467,42.30426,82.2165,9.94029,19.37978,652188.77316
35428.06934,15005.68283,5.3924,7.72929,88.55969,126.91253,5.60514,8.0093,652641.69938
36018.78935,15235.91553,4.77543,4.74408,103.57441,102.8957,4.61973,4.5949,654439.25708
35995.30026,15315.66173,10.17031,8.99152,92.27092,81.60264,10.73689,9.58899,655284.07189
35394.83293,15008.77397,6.85562,7.7968,99.99102,113.63182,7.29352,8.23608,660126.27659
36137.02191,15459.81419,4.91316,6.33345,104.77695,135.02826,5.06142,6.4819,662236.71248
36166.16252,15488.29565,12.40777,21.36913,42.24559,72.15186,12.45233,20.97549,662762.29469
35521.34058,15131.84831,4.97196,5.29925,100.59068,107.21528,4.86026,5.19368,664159.62409
35538.45514,15144.14137,8.36774,8.41052,95.53523,96.46452,8.46147,8.56394,666727.74585
35467.6905,15057.03476,7.64103,10.53251,100.90694,139.00864,8.37997,11.39941,667254.75407
35993.25718,15294.38134,5.09092,5.06606,98.87314,98.44094,5.1614,5.17076,668944.70463
35987.05667,15275.95396,8.04328,11.12949,83.12899,114.96231,8.34931,11.43058,670030.41697
35991.73037,15228.60336,11.31963,9.93646,98.64725,86.51166,12.27784,10.86716,671379.03587
36001.19594,15284.20642,11.14831,14.33856,82.27283,104.61654,13.05397,16.76499,678142.30481
35482.4214,15099.15383,8.92972,8.29855,92.62189,86.29179,9.78984,9.28664,678976.03032
36096.13957,15569.97135,6.58605,6.76419,99.54266,102.23262,6.58363,6.76015,679397.09368
35497.56309,15056.89475,7.00661,9.08301,100.81911,129.98186,7.26593,9.30137,680180.85337
36099.96541,15572.72993,5.85611,6.92577,94.95641,110.85383,5.82841,6.93679,680809.67964
35475.34406,15058.7477,4.79476,6.6735,99.08501,137.95861,5.13777,7.10821,680999.53639
36005.82081,15210.91719,11.75874,14.98612,62.15082,79.19991,11.77944,14.93357,682440.027
36078.47483,15576.5428,10.56726,13.5646,91.46661,115.57083,13.04484,17.08332,682663.347
35554.97575,15158.17688,19.79188,20.54298,103.73421,106.57948,34.76986,35.52247,684051.27509
35456.81565,15010.8963,7.64469,12.08575,73.12044,115.58502,7.84385,12.32312,686572.75873
36117.61735,15460.02179,7.07233,12.04765,87.49081,141.77752,7.6574,12.97197,686934.50998
