"x [nm]","y [nm]","?x [nm]","?y [nm]","sigma_x","sigma_y","del_sigma_x","del_sigma_y","t"
35479.85339,15111.00099,8.01023,7.0852,79.71091,70.591,8.38799,7.57077,1268259.80692
35939.01026,15394.08234,6.98989,7.42353,99.77245,105.91971,7.44659,7.86078,1268745.73772
36072.63048,15649.86857,7.56136,9.21601,77.39665,94.32925,7.7783,9.44555,1269946.18923
36060.85315,15622.64456,5.40821,10.6667,42.32324,82.97585,5.14112,10.00828,1271018.53299
35406.41886,15004.83604,7.0256,8.00809,82.74474,94.41918,7.12688,8.17415,1272847.8478
36145.77893,15484.9251,9.51884,13.45807,52.13204,73.60164,9.4669,13.24917,1273416.31881
36025.22445,15213.87908,4.25907,4.67789,102.57468,112.66127,4.1693,4.57748,1274649.51338
35989.908,15317.13046,5.22683,5.8594,84.49385,94.73411,5.12709,5.76576,1275953.81418
36096.58075,15552.00933,4.54339,4.92218,89.0534,96.47785,4.32624,4.68695,1282497.90334
35425.39818,15029.03953,4.12537,5.54704,75.93989,102.18605,4.16526,5.67316,1285247.84335
36118.15376,15440.34361,4.17874,4.372,110.63278,115.74951,4.15734,4.35061,1287909.93506
35472.27391,15029.04442,12.71966,16.45315,82.26759,100.63912,16.93487,20.70965,1288475.72755
35547.73455,15134.70837,12.96589,12.08038,89.58604,84.45519,13.49956,12.85203,1290697.06203
36098.44756,15513.17217,4.62506,6.20689,110.33154,148.02603,4.65536,6.23045,1292175.45297
35952.71167,15391.16805,6.84253,5.74556,101.31007,87.64051,6.89324,5.61626,1293615.75892
35985.81522,15292.09361,6.19701,6.23945,98.0193,99.3498,6.16941,6.22349,1296190.90841
36110.74753,15502.37776,14.31968,12.73115,97.45651,87.31916,17.33558,15.3637,1297323.55999
36096.01522,15648.03963,4.66103,5.21421,86.82648,97.13298,4.56255,5.10535,1298270.08623
35433.74286,15030.48747,4.102,4.57159,88.70113,98.7564,4.13259,4.58912,1299782.14044
35928.30885,15382.72085,9.41633,17.17752,76.03997,116.46059,10.2911,19.43,1302555.34617
35420.40902,15056.12764,9.59245,9.64075,94.03863,98.9936,11.18484,11.13035,1304945.2274
35437.36553,15019.69097,5.53516,6.48089,88.08533,103.1279,5.49629,6.42098,1307733.9346
36108.6946,15556.74741,6.03656,7.18256,86.41037,101.9238,6.1419,7.32366,1312946.80858
36076.06196,15538.91967,10.59108,10.92644,78.46144,81.46109,11.4556,12.19907,1314299.01626
36099.35883,15563.04336,6.67859,8.56465,75.87906,96.65963,7.32489,9.24771,1318893.29399
35628.64078,15254.48599,10.64325,10.15491,85.39863,82.67343,11.9381,11.56307,1322450.64479
36113.20682,15487.19949,6.34749,7.73701,81.93017,99.8675,6.47135,7.90187,1323735.36205
36107.64918,15443.94974,7.80458,8.79143,89.18879,102.20948,10.17552,12.19736,1324834.14659
35502.70072,15108.82866,10.91734,6.72796,83.75917,51.73643,10.71103,6.70865,1325163.81396
35440.53758,15034.61199,6.02952,9.28377,46.59759,71.07706,5.68677,8.99111,1326291.61628
36092.72542,15625.65138,3.66278,4.2823,106.54707,124.5685,3.51967,4.11507,1328328.40743
36138.64827,15575.71698,5.70141,7.00692,85.01856,104.48394,5.52462,6.77716,1331920.77071
36102.02297,15580.36097,5.08278,4.8294,92.88134,88.2522,4.84108,4.60457,1334122.02306
36150.54831,15488.39836,7.05321,10.66211,40.92717,61.37429,6.61622,9.94611,1337361.27649
35989.19371,15323.85599,14.06797,9.51683,87.39367,59.8471,14.49755,10.05978,1337583.56137
35957.21579,15379.41921,11.73474,14.8279,87.63608,109.99224,13.17331,16.03004,1337902.32772
35955.66184,15407.25485,8.72798,6.59263,92.88017,70.19599,8.81152,6.72879,1345783.29866
35960.07554,15398.83486,5.44997,5.55121,97.8381,99.68246,5.28009,5.40057,1354586.23781
35964.29376,15294.29188,4.02453,4.17927,109.14907,113.35781,3.85106,4.00915,1356763.27955
35540.64387,15066.32223,11.86806,14.56032,65.71501,80.75826,13.17715,16.09059,1357742.70978
36086.33477,15613.79288,10.82925,12.34918,72.05823,81.54376,10.92011,12.43229,1358855.01793
36106.10698,15512.22277,15.76827,4.74795,92.57382,31.72712,16.21602,4.2068,1359668.38191
35537.89108,15136.02945,3.7314,3.63475,115.54145,112.54964,3.53889,3.44961,1360021.80681
35515.03192,15128.16402,10.94668,5.41405,73.57342,36.98825,10.25491,4.80748,1360765.38222
36096.27489,15652.16164,7.58073,9.96934,27.93722,42.82405,6.98018,8.9846,1363307.00463
36052.31265,15210.9832,9.75324,8.91777,71.80852,65.72987,9.77025,8.9731,1364925.96165
35459.57577,15084.33742,5.35802,5.72065,88.61521,94.57,5.24474,5.57177,1367822.28989
36004.33069,15219.73954,11.71743,11.88488,103.00719,105.19478,14.08107,14.84328,1371358.6965
36099.90785,15662.46393,9.17474,6.4985,101.10832,71.65406,8.92452,6.36089,1373347.25128
36041.59591,15223.76484,12.81689,13.33919,69.52475,72.16149,13.64285,13.90396,1376125.96188
35477.44839,15160.10914,5.40662,5.59566,81.50097,84.46628,5.29843,5.5289,1384213.37331
35389.27117,15017.1954,20.00497,10.02299,69.11764,26.76642,19.14011,10.75194,1384517.39439
35523.37789,15136.66349,6.97464,7.13821,101.26096,102.11327,7.70297,7.7712,1388940.80981
35434.19045,15052.08079,13.97057,15.19741,90.19105,98.33146,15.83772,17.778,1389214.49821
36112.22304,15553.32512,5.06637,6.09265,91.35612,109.85299,4.99695,6.00291,1391657.03746
36004.61049,15326.92748,7.00586,7.68218,75.76909,83.00676,7.09345,7.70636,1394036.56395
35432.35265,15010.46287,9.03278,8.86898,77.49002,76.12502,8.86139,8.79658,1397535.68273
36095.21825,15550.91596,4.87793,6.66752,90.34689,123.4783,4.84535,6.58507,1400050.7209
35977.73446,15277.45085,9.93803,11.27317,91.10287,103.29181,12.09765,13.62242,1400471.02254
36122.42917,15492.22686,8.62097,9.93015,79.30023,91.2491,9.01265,10.29217,1401549.23498
36090.54805,15558.56185,7.25347,6.93307,90.27359,86.5818,7.22497,6.96541,1402332.91339
35951.15215,15384.88563,24.88227,26.87369,103.65442,101.87592,60.5236,60.17745,1403218.85891
35982.96524,15289.93953,5.11484,5.5783,107.859,117.63298,5.14131,5.61259,1404466.99599
35483.14135,15066.0344,4.94749,5.83308,93.3915,110.10518,4.96479,5.83781,1413501.15508
36096.55671,15561.65167,40.41803,9.23066,128.48777,56.95716,50.8317,10.02204,1414308.70161
36105.26088,15462.32901,12.77263,11.78538,87.09234,82.66146,17.46252,16.20593,1415307.58247
35974.96774,15286.2598,6.54927,7.23399,104.44657,114.04267,6.78715,7.49059,1415715.9723
35432.89174,15049.8336,5.31754,6.30618,85.8915,101.86211,5.24813,6.23109,1418202.46893
35243.46783,15805.72102,9.36656,10.00404,93.41604,99.46241,11.91043,12.49875,1425788.64128
35952.44954,15379.0959,6.80579,6.6439,110.41162,107.86626,6.77952,6.65598,1429057.98721
35409.22788,15036.57113,6.68201,13.08228,42.88219,83.87526,6.4354,12.60373,1430848.88067
36129.85375,15483.86738,7.71483,10.09574,65.42611,85.30096,7.52623,9.81048,1431105.11269
36028.62999,15618.07579,19.29747,9.14643,111.87415,68.47862,20.82027,9.62715,1432875.04514
35947.40097,15365.14937,4.38882,5.35681,102.25389,124.82996,4.34944,5.32325,1432997.00928
35412.77197,15000.31727,6.00634,9.64541,69.67456,111.86879,5.9838,9.56092,1439499.93702
35968.89565,15375.36883,5.23648,5.34417,115.65732,118.038,5.15562,5.26627,1441146.25828
35516.59162,15130.39494,20.42715,44.15699,86.13945,138.62857,73.25176,113.56619,1443230.15288
35965.85057,15373.7949,4.92305,6.37032,102.61708,132.76881,5.02251,6.4695,1444123.69719
35464.05804,15070.91483,5.37608,6.24191,87.36243,101.42457,5.36753,6.22222,1445705.42023
35990.6643,15308.3669,5.60364,6.05354,93.31801,100.95117,5.48831,5.96399,1449950.26386
35426.72438,15006.0873,8.00613,9.23831,90.74171,104.70992,8.1141,9.37822,1451177.73062
36121.80141,15571.44721,6.58402,7.65491,88.66371,102.75607,6.79094,7.87539,1452377.61109
35953.80174,15381.83068,7.2835,6.72365,84.56308,77.86414,7.27542,6.67753,1453079.08018
36148.54065,15498.42113,13.46528,19.1529,78.39834,110.21988,16.47037,22.59342,1454011.57097
36111.87793,15487.73416,7.01432,7.92565,86.07617,97.24965,7.13443,8.05013,1454764.58182
35970.08928,15317.47336,8.44069,8.7881,103.1456,107.74871,8.63141,9.10397,1456891.8486
35942.60996,15369.70087,8.7955,19.10711,44.80188,96.32702,8.90483,19.19602,1463368.66119
36118.62836,15564.21915,12.63143,15.37589,73.46711,89.06281,13.63946,16.27256,1464741.93238
36092.72857,15643.30291,4.03704,4.47015,105.46621,116.78086,3.89415,4.30927,1469925.05298
35985.60888,15317.56964,10.26787,15.74009,73.9821,113.324,11.07955,16.71626,1472816.96877
36099.56526,15634.06595,8.72574,8.27729,71.37549,67.74627,8.82331,8.39601,1473225.50934
36112.56538,15565.96765,4.96657,6.47994,103.5795,135.11967,5.02866,6.51694,1477015.58286
36046.50218,15229.28,3.99084,4.62018,98.20547,113.69203,3.85659,4.46456,1478914.18985
35523.40907,15141.69056,7.85583,8.80352,103.49738,115.99374,8.30848,9.33381,1483959.49524
35461.19135,15077.35186,6.31738,6.86949,105.95287,115.30595,6.20726,6.79617,1485033.72224
35971.1583,15352.81076,10.83534,9.31178,81.84733,70.29523,11.1312,9.56803,1487729.97131
36059.26557,15208.32656,8.44163,11.44229,77.40159,100.92807,8.97196,12.38502,1488343.638
35517.05489,15128.30836,9.43032,7.82007,104.13041,86.89297,9.61059,8.11625,1489163.21169
35948.08082,15382.98795,8.77258,10.07279,81.79049,93.91284,8.96893,10.30601,1490757.70764
36109.11912,15493.04316,10.73066,15.78497,59.2049,87.0902,10.40516,15.28511,1490911.06303
35432.29057,15038.18307,11.24468,28.43214,70.09099,149.93948,12.70935,33.47189,1492163.27707
35505.24887,15055.78029,35.1222,11.91271,137.41036,50.91633,40.05769,13.23174,1492536.32096
36020.91543,15272.86306,22.43599,14.14322,70.52582,44.60896,22.70057,14.64941,1492663.54073
35427.86581,15006.22524,6.74094,9.5922,96.49428,137.2145,6.82187,9.58451,1493018.28066
35481.97927,15017.59372,7.25435,9.2733,109.6164,139.98519,7.91712,10.01689,1497399.31476
35470.25307,15085.45694,5.38317,6.50301,102.36484,123.73102,5.32733,6.47603,1502162.96152
36079.63344,15650.64937,5.80092,6.9364,80.33895,96.07035,5.73294,6.86753,1502721.9277
35953.6218,15402.45167,5.01516,5.88333,104.78728,122.92056,4.94679,5.78478,1503770.44056
35459.40097,15064.70374,18.12946,16.27786,99.13597,93.30947,21.70276,20.20114,1508404.81782
36058.64782,15599.98751,21.26298,9.49487,121.58908,79.1564,24.99992,12.81711,1511016.35176
36104.96227,15504.60853,6.61829,10.00558,89.53612,135.36103,7.00239,10.52404,1513982.77135
36012.73899,15210.4206,22.22195,21.67442,78.33758,72.32614,33.57283,29.94365,1515184.20863
35522.07467,15146.49821,4.15641,4.91684,104.8726,124.05773,4.14421,4.89495,1516465.88442
36114.58219,15495.73354,8.96634,9.22773,72.62381,74.79145,8.91976,9.23575,1519099.18494
36118.70783,15674.87343,9.77417,24.23934,39.67505,95.59251,9.97202,25.18141,1520353.93706
35997.14321,15369.36231,8.84492,35.65267,53.99873,110.59732,9.11488,32.69265,1521718.40377
35935.39804,15362.21296,9.33532,9.32691,98.31797,98.94994,8.98075,8.86777,1523161.63192
36100.48927,15531.43876,26.55016,33.59942,110.47127,135.40077,81.00436,96.86894,1524673.23091
36098.35226,15532.37843,12.47319,17.22594,79.03443,107.46954,13.59957,18.6343,1524799.03865
35547.73204,15164.78365,9.84965,10.93248,91.04244,101.0604,10.09665,11.24284,1527376.31899
36157.26597,15604.6392,13.81272,26.66346,35.27548,62.81039,14.96596,27.89977,1527562.63046
35561.19684,15130.41812,11.77848,7.94019,119.56797,80.88569,11.76451,8.05126,1527850.2336
36094.55383,15633.12106,4.95926,5.35592,114.18095,123.31438,4.86386,5.25474,1528353.03442
36022.42,15225.16067,4.01821,4.49113,98.68355,110.29826,3.90173,4.36379,1535212.28514
36097.01345,15659.83178,11.55214,10.97106,95.60979,86.01545,13.58259,13.00897,1535700.08323
36018.37833,15355.60299,7.99991,7.26814,65.82564,59.81197,7.59728,6.90916,1535926.66839
36107.10721,15572.85112,11.77063,16.82702,93.92167,134.15722,13.72928,19.29594,1540874.56425
36092.72357,15618.24096,5.08923,5.85408,92.47036,106.36726,4.88178,5.61441,1542038.55732
36112.10563,15496.00577,6.02835,6.48128,93.73907,101.14216,6.381,6.98873,1546475.55384
36112.41003,15639.10329,8.01577,15.76159,63.98516,115.52326,8.6948,18.40871,1549287.59489
36095.39978,15631.88647,5.85882,7.22206,89.20487,109.95563,5.83056,7.17548,1559554.00503
36101.08793,15639.76575,5.56081,5.93272,94.26381,100.22519,5.78063,6.14069,1560826.46572
35936.10034,15364.61067,6.96002,5.63503,101.40396,83.50775,7.00014,5.60703,1561166.74847
36010.24696,15216.25939,19.39097,16.58146,75.96411,68.28094,22.2147,19.47894,1562055.08126
35428.39476,15122.59542,9.11973,5.12704,64.38375,36.27433,8.39806,4.65798,1563324.04364
36123.90173,15483.97489,4.35117,4.88818,107.39326,120.65175,4.21616,4.74325,1565145.27159
35920.29252,15282.15821,25.38254,22.08297,112.96231,105.46442,36.81326,36.6449,1566060.23639
35963.94149,15424.8258,15.2918,9.99724,91.57902,60.28891,15.80696,10.51646,1566699.86008
35968.8969,15400.83944,11.72346,10.5332,105.13967,94.32392,13.2782,12.08005,1568252.92957
36140.55782,15514.09746,9.10756,9.43384,78.03429,81.52934,9.34465,9.75773,1569012.51842
35503.0725,15073.02308,7.62337,7.94698,90.9173,95.06579,7.8575,8.27684,1570598.67887
36135.9428,15502.65923,4.34117,5.50086,108.41115,137.35159,4.23032,5.34269,1573570.08236
36034.87073,15252.4365,6.7489,8.28476,83.32585,102.28595,6.81542,8.35283,1579079.54163
35467.99854,15070.1365,4.6196,5.14707,99.62948,111.00545,4.46294,4.97443,1583407.25196
35990.74787,15310.64681,6.92811,7.59187,84.1849,91.75827,7.20846,7.92615,1590255.42746
35532.88504,15164.7848,15.06903,11.25753,111.99992,92.62672,16.46643,12.04525,1592017.22195
35995.1169,15297.45506,9.49485,10.55593,93.16671,109.96885,10.427,11.30434,1592148.40835
35412.66459,15027.63836,8.77684,8.47403,80.54296,77.76431,8.43965,8.15579,1592967.25415
35961.22696,15388.25281,10.90307,16.18271,79.56067,114.5306,13.5562,18.87772,1593253.95177
36104.70231,15642.89727,7.09165,6.01131,95.19748,81.65319,7.42504,6.39589,1593942.07325
36119.65211,15534.50792,4.85447,5.49207,109.43664,123.79312,4.94598,5.58393,1597730.62194
35988.22656,15395.07318,6.45677,7.56803,84.15854,98.64272,6.25781,7.3302,1600156.03234
35961.96611,15391.6658,12.20312,11.52888,73.57172,69.58071,12.01853,11.45373,1603361.38188
35458.42058,15071.15809,5.67529,5.88781,109.43133,113.62969,5.64317,5.90368,1612589.5256
36138.79998,15489.33353,6.39694,7.71008,81.37404,98.07713,6.37839,7.69583,1613400.88476
36139.48824,15508.4531,9.73388,11.60148,82.15253,91.3557,10.5455,13.07781,1615282.05791
35483.28685,15066.93772,8.31104,9.74876,98.33579,116.16441,8.70034,10.27157,1616260.36875
35457.36657,15047.02385,4.81361,6.50862,98.41418,133.086,4.86493,6.58517,1618338.80312
35981.47877,15397.50486,7.51119,8.53679,79.90318,91.67329,7.76538,8.82839,1619300.25214
35981.82539,15310.93274,13.66691,14.20303,90.20362,88.93238,15.37962,16.08999,1626350.78314
35994.96059,15193.29084,8.46134,10.63027,90.04198,110.94738,9.06039,11.37586,1626706.75443
36073.85215,15604.30716,12.62341,8.93556,62.5573,44.63922,12.50272,8.88356,1627392.48438
36031.53783,15237.74457,6.96308,10.12962,68.57607,99.76282,6.77632,9.83577,1633582.32077
35416.51073,14992.28582,4.92185,6.64946,102.46138,138.38032,5.00199,6.69206,1634153.46815
36113.6488,15560.84405,5.63603,6.68836,104.57893,124.07668,5.56165,6.56843,1638308.66767
35452.42197,15035.13049,12.23341,39.10566,50.61189,101.76654,13.95048,43.51696,1639569.9814
35481.26887,15063.80976,4.33445,4.84485,107.40962,120.0626,4.23234,4.74014,1641160.52162
35975.94276,15293.45835,9.80458,8.60824,101.63012,89.5265,10.29467,9.16154,1641364.56023
36143.29492,15479.7401,4.188,5.49994,97.09774,127.51328,4.04747,5.31022,1642816.65691
35464.8359,15060.95265,4.64929,5.78117,110.62967,137.55391,4.74101,5.8717,1646675.82803
36085.07736,15625.28026,4.96558,6.22349,95.67679,119.9006,4.77935,5.97394,1650246.56866
36108.82337,15566.30267,4.55261,5.58317,99.47723,121.98361,4.44856,5.44023,1651163.46215
36101.56964,15479.19902,6.50293,8.42941,54.59837,70.81131,6.29671,8.15628,1654289.1264
35508.52491,15144.43431,10.17854,13.54016,34.08256,45.25945,8.52584,12.91279,1655843.71989
36022.21522,15201.12795,7.90303,9.27311,91.89707,107.92311,8.19889,9.70196,1659724.65621
36116.44547,15466.49299,4.39593,5.59999,97.9472,124.77416,4.30355,5.47405,1661013.08772
35484.1915,15067.16698,9.28931,8.46342,105.11846,95.78653,9.99385,9.12467,1662891.98329
36136.6841,15467.66176,4.44521,5.53979,100.28121,124.96539,4.40665,5.47342,1664936.22453
35992.24229,15229.99145,5.63046,7.88354,105.79352,148.02801,6.56296,9.35324,1665593.92876
35443.78608,15011.43947,9.31435,10.4295,97.24884,108.37452,10.15957,11.14389,1666451.59701
36110.82561,15634.12865,5.07986,5.3749,102.0444,107.97125,4.90193,5.18825,1667184.79071
36121.48911,15555.2677,28.81974,14.7195,116.25464,63.43013,32.90861,17.37657,1671209.20256
36096.67287,15924.2636,4.09111,4.48233,118.39378,129.71532,4.0038,4.38383,1671472.12209
35503.13476,15088.11559,4.99761,6.02709,108.15555,130.43116,5.01222,6.03292,1672117.06606
36113.67532,15517.8719,7.25918,8.67303,71.58349,85.05455,6.98826,8.37668,1672536.72824
36144.18667,15490.15719,6.69027,8.59253,75.33561,96.72878,6.61623,8.48664,1673282.5691
36130.74141,15599.78487,21.36892,13.27282,95.18968,66.77857,23.28122,13.90505,1676505.95476
36121.73679,15469.68312,6.6629,8.29125,103.23259,128.44265,6.67863,8.26704,1677144.86972
36093.19713,15470.69193,8.47499,13.23231,79.99226,124.88996,9.19995,14.31913,1679766.54325
35436.20872,15008.01988,4.54871,5.18394,114.70286,130.72942,4.55676,5.20459,1681553.53728
35491.09192,15056.72177,5.29695,8.42606,107.52998,170.41319,5.64403,8.84083,1684259.30981
36010.88572,15217.46645,4.00066,5.45679,97.62976,133.16214,3.88356,5.29023,1684574.57575
35951.2922,15407.22229,8.60329,7.82883,80.37393,73.1301,8.74641,7.94769,1685537.2584
36133.0687,15498.63678,10.71565,7.60509,73.15474,51.89345,10.11344,7.21716,1687487.65494
36107.45399,15631.57291,11.85531,13.31994,69.22407,77.81757,12.07678,13.78859,1689461.25952
36134.87314,15500.16663,9.94595,11.51946,84.08694,96.83386,10.18697,11.72214,1690020.83531
35538.61251,15150.3435,5.13318,5.60545,107.18115,117.03784,5.14558,5.6163,1690948.36881
36059.36874,15314.92327,7.66309,45.41091,31.67296,16.90853,63.93712,827.56922,1693828.51428
36053.50006,15627.65993,7.40072,8.71601,110.97031,130.45205,7.92872,9.26921,1698089.09446
36066.50084,15603.09757,6.26203,8.21949,110.8319,145.38422,6.72473,8.69922,1698651.37661
36088.71076,15497.03464,11.82674,20.06296,89.4642,148.88211,15.08537,23.71328,1705187.27923
36056.37143,15512.94429,18.09741,23.11824,136.00553,170.05808,36.64429,45.37785,1705312.59085
36129.64099,15533.07175,6.36537,10.07062,75.70198,119.74879,6.4538,10.16288,1706773.77127
35544.24925,15138.06522,6.07526,8.51374,88.15423,123.5234,6.18448,8.61935,1707581.93435
36121.0083,15577.89674,11.39013,13.93417,68.50437,83.80545,11.35304,13.90226,1708837.00869
36102.53136,15556.87022,4.52365,6.22808,92.32829,127.11436,4.47166,6.14666,1723410.47464
36137.21667,15477.25897,6.9638,10.36976,62.39944,92.46147,6.80493,10.12448,1724035.18257
36090.91393,15537.01692,8.32906,10.53485,99.61682,126.43968,9.01089,11.4226,1727085.24586
35417.46478,15027.38588,9.23909,11.6889,79.55969,100.59144,9.53724,11.90821,1728479.89326
35450.8806,14985.51322,5.51727,8.57964,98.63665,153.34996,5.73708,8.84448,1729226.53199
36117.771,15649.33188,9.53435,10.21847,70.70142,75.85591,9.84531,10.66307,1731072.01557
35989.52431,15320.44547,9.51356,8.49255,82.76597,73.9123,9.26096,8.33538,1733800.56297
35470.09518,15055.31605,7.77557,11.31015,86.78324,126.16954,9.08586,13.11177,1735762.66564
35972.57205,15283.64637,4.13529,5.4431,106.27679,139.87355,4.25627,5.6014,1736249.41186
35531.06339,15134.40095,5.01823,6.9052,85.12146,117.12916,4.91387,6.76091,1738402.93335
35579.94616,15114.75085,10.59557,20.53262,103.04526,192.42187,12.98806,23.90753,1738604.34752
36099.48733,15537.83079,6.81111,13.66382,72.0814,142.86193,6.94527,13.79513,1739579.19953
35443.3289,15012.50447,10.66241,13.12537,87.22411,107.60809,12.21789,15.02213,1741637.28099
35990.30446,15260.78145,6.14015,13.04107,50.49719,106.82268,6.27008,13.02613,1743822.33264
35508.0266,15076.66799,5.16051,7.28858,89.31213,126.14096,5.13218,7.23632,1744537.96221
35975.92182,15386.61202,5.02605,6.45389,91.43829,117.41639,4.87856,6.27157,1745731.38128
35959.45908,15364.1164,5.84558,10.23085,80.61435,141.02731,5.91968,10.24706,1746237.72903
35531.82787,15152.1564,9.58749,15.66657,56.71179,92.83654,10.30891,16.89951,1746693.30519
36115.2335,15576.66207,6.00207,6.27496,54.04024,56.44388,5.59293,5.84945,1748180.23972
35427.55569,15019.04464,6.68604,7.6257,103.75667,118.37521,6.84415,7.86487,1750050.94125
36102.36599,15653.07943,16.48663,23.28589,91.74026,128.38963,22.16517,29.74829,1753152.72298
35439.55301,15039.48682,13.0327,13.98882,73.62991,78.69095,13.07064,14.04545,1754991.19241
35950.70242,15394.69143,15.66041,11.35086,88.11026,69.32876,18.65785,13.5263,1756221.60539
35512.43146,15102.05211,8.69369,8.53336,88.49944,86.86852,8.40538,8.25842,1756313.72386
35997.02608,15191.89356,6.2147,8.53522,89.26687,121.88141,6.83324,9.28201,1756684.04075
36061.90704,15633.10659,8.51429,7.56695,94.06571,84.67904,8.92951,8.17519,1759619.63712
36117.66209,15454.4037,6.45022,9.37256,82.18684,119.41461,6.53186,9.45705,1760420.87479
36135.75752,15492.92019,10.63191,14.29353,71.71087,96.58083,11.71865,15.99934,1761288.06137
36081.8341,15576.50806,4.81681,7.58644,105.86667,166.34941,4.92831,7.64799,1764620.6538
36154.47212,15504.99802,14.28402,16.1349,142.73117,161.4443,19.49582,22.10841,1764913.38539
35568.04501,15137.83192,9.81671,10.66234,65.15111,70.97728,9.85561,10.90075,1766280.8601
36022.98831,15260.68247,11.36158,14.09046,73.77161,91.44205,12.08209,14.81196,1768475.40369
35437.43676,14977.59267,8.06135,10.44031,105.59062,136.64691,9.52973,12.24299,1770686.99603
35423.61356,14996.43585,5.91173,7.64192,119.58919,154.49986,6.50839,8.33378,1774507.59024
36081.9135,15629.32477,7.5861,10.68811,40.14478,56.02587,7.33605,10.3453,1775299.90006
35412.27175,15002.4944,10.91149,13.18677,98.14921,118.78594,11.81749,14.27995,1775595.69321
36136.694,15429.46483,7.34082,10.12408,89.48902,123.27233,7.76602,10.50443,1775697.06829
35553.77213,15210.38632,12.84383,14.48339,90.54337,100.77842,15.07612,17.37831,1777127.26544
36148.98246,15457.34011,12.19919,13.01434,70.98963,75.73454,11.73677,12.53508,1777204.65368
36153.8463,15501.26982,6.63243,8.25663,40.40556,50.8262,6.20914,7.74428,1777738.12027
36115.17231,15587.54034,8.42754,11.98199,73.15246,104.14319,8.68043,12.3808,1781128.70519
36073.59263,15579.42637,13.5746,23.29691,54.87307,91.89083,14.57738,24.54064,1782540.10006
36130.96814,15468.55442,5.17217,6.59474,106.44873,135.69491,5.20308,6.58618,1784194.62071
35984.70371,15305.07755,5.69854,7.57867,94.75715,126.01034,5.74287,7.61215,1788721.81232
36118.18656,15594.58917,7.46143,9.44947,64.28163,81.40987,7.16727,9.06867,1789989.42925
36014.08543,15200.89551,6.36484,8.29096,105.75223,137.52124,6.96092,8.90986,1792664.41209
35493.79125,15076.51046,5.3553,6.3882,97.20339,115.88997,5.26151,6.24302,1793450.25632
35501.44222,15067.36499,5.60218,7.89582,32.19578,46.0605,4.18164,7.26435,1794747.99336
36164.58117,15488.55825,16.00956,18.79704,69.69073,82.45189,17.49445,21.34742,1795477.40236
35469.80602,15005.33873,10.82547,29.43912,39.52122,105.15919,10.74921,29.8957,1795697.33587
36116.14819,15547.76262,8.25203,8.13159,86.36454,85.42428,8.54551,8.49714,1798912.37895
35431.35114,14993.6371,12.59622,11.41613,104.99389,95.49342,14.76472,13.66478,1799251.08047
36106.84344,15480.7419,8.05959,18.46329,69.74713,141.99189,9.54167,21.35734,1801548.58592
36004.28405,15206.81655,5.6877,7.15939,76.26554,96.02738,5.54237,7.01634,1804653.52004
36090.1162,15631.9407,5.95003,7.32543,64.12193,78.94185,5.81424,7.14972,1805343.91708
35963.54123,15383.19998,7.98637,6.40815,97.31668,78.09069,7.59521,6.11157,1807380.60167
36085.83742,15543.39904,9.06381,9.74466,89.90479,96.65422,9.33423,10.03187,1811433.53173
36086.22594,15526.78326,4.61069,6.98301,133.88143,201.52988,5.4283,7.85943,1812023.8378
35547.1158,15165.01176,6.24671,6.84645,87.38187,96.00899,6.33045,7.04079,1813174.65924
35977.7807,15274.13321,4.00646,5.14785,100.03461,128.53385,3.94044,5.06101,1814371.80619
36124.05049,15601.28197,5.78169,6.19947,100.14848,107.38567,5.84069,6.26326,1814932.81396
36044.30905,15190.53477,12.53913,12.39813,99.86547,101.67322,14.35128,14.88954,1820029.98912
36104.47404,15548.77323,7.41935,10.15058,90.43435,123.65188,7.99093,10.81518,1820877.7021
35540.04895,15141.45855,5.23784,8.21363,83.01349,130.13983,5.32127,8.26284,1821128.48886
36019.38932,14869.16706,7.53461,11.41849,82.76784,124.10645,8.84683,13.0374,1823945.49007
35948.56474,15382.16518,12.1942,14.12161,84.2013,98.52217,13.44959,15.6845,1825212.32547
36035.60834,15201.32739,4.15943,4.92595,100.31732,118.8038,3.97369,4.70244,1825888.2008
35990.90735,15359.36617,6.17009,6.30201,93.33856,95.3343,5.93326,6.06039,1826273.18483
36113.61912,15529.2141,4.76715,6.01462,96.21065,121.38084,4.59872,5.78775,1828949.01436
35962.50053,14886.67433,32.94171,18.25709,120.44133,72.21113,36.90855,20.47751,1829281.37426
36118.44834,15479.98429,4.63812,6.23803,102.39873,137.68276,4.70479,6.27263,1832823.3245
35915.28223,15378.90784,27.88537,13.41181,72.67526,44.4325,29.82727,13.53389,1833221.36523
36028.33862,15238.32169,9.63309,9.94679,94.15846,97.25462,9.8215,10.21349,1834839.8601
36117.7978,15464.13059,5.24043,6.33964,102.57413,125.0766,5.47358,6.69002,1836048.75373
35422.94368,14996.47791,4.694,5.92145,109.54057,138.22036,4.75759,6.0172,1838182.22942
36127.04661,15492.80587,7.66472,8.45936,96.05775,106.47465,8.16189,9.15496,1839380.84407
35919.41643,15373.64685,8.13261,11.24456,69.29169,95.80206,8.22464,11.35171,1839973.98819
35977.95415,15285.85388,5.68517,7.56049,92.9275,123.58568,5.72895,7.60623,1842404.0623
36101.25292,15459.50329,11.37793,18.96286,39.13822,65.01625,10.64748,17.7834,1844705.03405
